Sim,Flux,Target Depth,Projectile,Beam Duration, Sim End Time,EoB Activity,EoB Gamma Activity,EoB Gamma Power/mW,EoS Activity,EoS Gamma Activity,EoS Gamma Power/mW
1,3120754564499.886,0.0005,p,300.0,260000.0,118728909.78631218,98065053.40267336,0.015656781568754878,184007.52249499888,342925.8069140558,5.703563656739926e-05
